Date,T2M,PRECTOTCORR
20190328,28.17,0.0
20190329,29.12,0.0
20190330,29.04,0.0
20190331,27.74,0.0
20190401,28.69,0.0
20190402,29.67,0.0
20190403,30.04,0.0
20190404,29.64,0.0
20190405,30.73,0.0
20190406,33.57,0.0
20190407,33.38,0.0
20190408,31.8,0.0
20190409,31.08,0.0
20190410,32.17,0.0
20190411,32.67,0.0
20190412,31.31,0.0
20190413,30.82,0.0
20190414,30.57,0.0
20190415,28.61,0.0
20190416,26.86,0.0
20190417,26.1,0.0
20190418,27.54,0.0
20190419,29.0,0.0
20190420,30.6,0.0
20190421,31.49,0.0
20190422,31.4,0.0
20190423,32.23,0.0
20190424,31.76,0.0
20190425,30.97,0.0
20190426,31.27,0.0
20190427,30.74,0.0
20190428,30.63,0.0
20190429,30.7,0.0
20190430,32.99,0.0
20190501,34.03,0.0
20190502,33.87,0.0
20190503,34.9,0.02
20190504,33.92,0.0
20190505,35.27,0.0
20190506,34.51,0.0
20190507,35.57,0.0
20190508,34.78,0.0
20190509,33.5,0.0
20190510,33.51,1.2
20190511,33.79,0.0
20190512,33.41,0.0
20190513,33.37,0.0
20190514,32.96,0.0
20190515,34.24,0.0
20190516,34.86,0.0
20190517,34.08,0.0
20190518,33.42,0.0
20190519,33.95,0.0
20190520,34.67,0.0
20190521,32.44,0.15
20190522,33.95,0.0
20190523,35.01,0.0
20190524,34.99,0.0
20190525,34.57,0.0
20190526,34.3,0.0
20190527,35.79,0.0
20190528,35.85,0.0
20190529,35.66,0.0
20190530,32.15,6.37
20190531,30.33,7.78
20190601,31.76,2.08
20190602,33.48,0.01
20190603,34.27,0.06
20190604,35.36,0.01
20190605,35.65,0.0
20190606,35.19,0.0
20190607,34.93,3.03
20190608,30.74,13.43
20190609,31.64,0.11
20190610,32.65,0.0
20190611,32.51,0.0
20190612,33.73,0.0
20190613,33.55,4.3
20190614,33.34,0.0
20190615,32.66,0.0
20190616,33.15,0.0
20190617,33.69,0.0
20190618,34.69,0.0
20190619,34.53,0.0
20190620,34.92,0.0
20190621,34.93,0.0
20190622,34.94,0.0
20190623,34.06,0.0
20190624,34.07,0.01
20190625,33.05,0.27
20190626,33.11,0.01
20190627,32.51,0.02
20190628,32.51,0.02
20190629,33.32,0.0
20190630,35.15,0.0
20190701,35.58,0.0
20190702,34.7,0.0
20190703,33.07,0.14
20190704,34.05,1.35
20190705,32.6,0.05
20190706,32.56,0.0
20190707,34.11,0.0
20190708,33.1,0.0
20190709,30.81,1.59
20190710,32.05,1.7
20190711,33.23,0.04
20190712,30.91,2.37
20190713,29.77,7.83
20190714,32.75,0.01
20190715,33.25,0.0
20190716,32.46,1.21
20190717,33.05,0.0
20190718,33.92,0.01
20190719,31.16,6.72
20190720,29.06,2.94
20190721,31.6,3.56
20190722,29.16,7.7
20190723,29.38,6.65
20190724,29.85,6.4
20190725,31.01,0.62
20190726,31.86,0.01
20190727,32.39,0.0
20190728,32.46,0.11
20190729,30.98,3.38
20190730,30.8,0.71
20190731,31.26,0.05
20190801,33.1,0.0
20190802,29.42,1.25
20190803,30.44,1.37
20190804,30.08,6.59
20190805,28.54,5.57
20190806,29.29,3.35
20190807,29.79,5.18
20190808,30.7,0.36
20190809,29.37,9.01
20190810,29.42,0.59
20190811,30.04,3.37
20190812,29.71,5.01
20190813,30.29,0.96
20190814,30.42,4.89
20190815,29.13,9.56
20190816,27.15,17.15
20190817,28.1,2.17
20190818,29.69,0.4
20190819,29.4,0.26
20190820,27.44,4.78
20190821,25.04,97.71
20190822,26.25,0.46
20190823,26.78,1.48
20190824,26.18,20.06
20190825,25.27,14.02
20190826,26.46,6.5
20190827,27.36,2.21
20190828,27.27,0.44
20190829,27.15,12.66
20190830,28.71,1.0
20190831,28.21,0.83
20190901,27.8,19.14
20190902,28.1,0.78
20190903,29.43,0.04
20190904,30.08,0.01
20190905,29.47,1.3
20190906,28.06,1.05
20190907,27.4,21.08
20190908,28.44,0.03
20190909,28.51,0.0
20190910,27.88,1.57
20190911,28.42,0.25
20190912,29.41,0.0
20190913,29.54,0.0
20190914,29.29,0.02
20190915,28.76,1.61
20190916,27.09,2.69
20190917,28.48,1.78
20190918,28.96,0.0
20190919,29.2,0.0
20190920,29.4,0.0
20190921,28.55,0.0
20190922,28.37,0.0
20190923,28.1,0.0
20190924,29.02,0.0
20190925,29.23,0.0
20190926,29.42,0.0
20190927,29.23,0.0
20190928,28.82,0.0
20190929,28.62,0.0
20190930,29.27,0.05
20191001,28.85,2.61
20191002,29.08,0.0
20191003,28.11,0.0
20191004,28.68,0.0
20191005,28.79,0.02
20191006,29.29,0.79
20191007,28.53,0.68
20191008,28.19,2.82
20191009,27.45,4.34
20191010,27.14,5.45
20191011,28.84,0.0
20191012,29.79,0.0
20191013,28.39,0.0
20191014,27.88,0.0
20191015,29.45,0.0
20191016,29.1,0.01
20191017,29.05,0.0
20191018,29.28,0.0
20191019,28.2,0.11
20191020,27.96,1.03
20191021,29.1,0.0
20191022,28.88,0.0
20191023,27.12,0.0
20191024,26.4,0.0
20191025,27.17,0.0
20191026,27.92,0.0
20191027,28.32,0.0
20191028,27.61,0.0
20191029,27.2,0.0
20191030,26.86,0.0
20191031,25.88,0.0
20191101,25.1,0.0
20191102,24.94,0.0
20191103,24.92,0.0
20191104,25.01,0.0
20191105,25.15,0.0
20191106,25.29,0.0
20191107,24.81,0.0
20191108,24.61,0.0
20191109,25.0,0.0
20191110,25.99,0.0
20191111,27.29,0.0
20191112,29.1,0.13
20191113,24.54,1.94
20191114,23.23,0.0
20191115,24.08,0.0
20191116,24.82,0.0
20191117,25.29,0.0
20191118,25.97,0.0
20191119,26.41,0.0
20191120,26.19,0.0
20191121,25.22,0.0
20191122,25.02,0.0
20191123,25.14,0.0
20191124,25.18,0.0
20191125,25.34,0.0
20191126,25.1,0.0
20191127,24.47,0.0
20191128,23.51,0.0
20191129,22.95,0.0
20191130,22.56,0.0
20191201,21.64,0.0
20191202,20.53,0.0
20191203,20.34,0.0
20191204,20.41,0.0
20191205,19.84,0.0
20191206,19.71,0.0
20191207,19.89,0.0
20191208,20.09,0.0
20191209,19.17,0.0
20191210,18.51,0.0
20191211,18.79,0.0
20191212,18.23,0.0
20191213,16.2,0.0
20191214,15.34,0.0
20191215,16.39,0.0
20191216,17.55,0.0
20191217,18.93,0.0
20191218,19.32,0.0
20191219,18.56,0.0
20191220,17.83,0.0
20191221,17.49,0.0
20191222,17.64,0.0
20191223,16.97,0.0
20191224,15.93,0.0
20191225,15.77,0.0
20191226,15.74,0.0
20191227,15.72,0.0
20191228,15.25,0.0
20191229,15.68,0.0
20191230,15.1,0.0
20191231,14.66,0.0
20200101,11.99,0.0
20200102,9.52,0.0
20200103,11.14,0.0
20200104,12.75,0.0
20200105,14.12,0.0
20200106,15.36,0.0
20200107,17.37,0.0
20200108,17.9,0.0
20200109,18.02,0.0
20200110,20.27,0.0
20200111,20.31,0.0
20200112,20.25,0.0
20200113,23.89,0.0
20200114,21.09,0.0
20200115,16.57,0.0
20200116,15.02,0.0
20200117,15.44,0.0
20200118,16.18,0.0
20200119,16.52,0.0
20200120,18.6,0.0
20200121,19.03,0.0
20200122,18.6,0.0
20200123,18.23,0.0
20200124,17.84,0.0
20200125,17.22,0.0
20200126,16.98,0.0
20200127,17.05,0.0
20200128,17.84,0.0
20200129,18.39,0.0
20200130,18.99,0.0
20200131,18.89,0.0
20200201,18.41,0.0
20200202,18.59,0.0
20200203,18.14,0.0
20200204,17.82,0.0
20200205,17.78,0.0
20200206,17.94,0.0
20200207,18.63,0.0
20200208,18.71,0.0
20200209,20.7,0.0
20200210,20.7,0.0
20200211,18.37,0.0
20200212,17.02,0.0
20200213,17.24,0.0
20200214,18.75,0.0
20200215,19.16,0.0
20200216,20.0,0.0
20200217,19.84,0.0
20200218,19.46,0.0
20200219,19.04,0.0
20200220,19.8,0.0
20200221,20.77,0.0
20200222,21.22,0.0
20200223,21.37,0.0
20200224,19.83,0.0
20200225,19.03,0.0
20200226,19.89,0.0
20200227,21.9,0.0
20200228,23.19,0.0
20200229,24.68,0.0
20200301,25.23,0.0
20200302,26.42,0.0
20200303,26.04,0.0
20200304,25.45,0.0
20200305,24.96,0.0
20200306,24.05,0.0
20200307,25.03,0.0
20200308,26.79,0.0
20200309,26.36,0.0
20200310,26.82,0.0
20200311,25.75,0.0
20200312,19.71,0.0
20200313,19.84,0.0
20200314,21.29,0.0
20200315,22.26,0.0
20200316,23.67,0.0
20200317,25.49,0.0
20200318,26.38,0.0
20200319,27.37,0.0
20200320,28.39,0.0
20200321,29.71,0.0
20200322,31.83,0.0
20200323,31.84,0.0
20200324,31.65,0.0
20200325,31.57,0.0
20200326,30.09,0.0
20200327,29.5,0.0
20200328,29.49,0.0
20200329,29.72,0.0
20200330,30.64,0.0
20200331,31.09,0.0
20200401,31.91,0.0
20200402,33.21,0.0
20200403,33.62,0.0
20200404,34.57,0.0
20200405,34.55,0.0
20200406,34.35,0.0
20200407,33.11,0.0
20200408,29.58,0.0
20200409,28.02,0.0
20200410,28.44,0.0
20200411,28.91,0.0
20200412,28.88,0.0
20200413,29.17,0.0
20200414,29.31,0.0
20200415,29.32,0.0
20200416,29.48,0.0
20200417,29.23,0.0
20200418,28.83,0.0
20200419,30.54,0.0
20200420,31.33,0.0
20200421,32.5,0.0
20200422,32.79,0.0
20200423,32.87,0.0
20200424,33.04,0.0
20200425,33.08,0.0
20200426,33.01,0.0
20200427,32.9,0.0
20200428,34.62,0.0
20200429,34.71,0.0
20200430,34.66,0.0
20200501,34.69,0.0
20200502,33.94,0.0
20200503,33.76,0.0
20200504,32.71,0.0
20200505,31.82,0.0
20200506,30.22,0.0
20200507,31.26,0.0
20200508,32.77,0.0
20200509,33.42,0.01
20200510,32.01,0.0
20200511,31.37,0.0
20200512,31.19,0.0
20200513,31.68,0.0
20200514,31.98,0.0
20200515,33.01,0.0
20200516,34.28,0.0
20200517,33.67,0.0
20200518,33.02,0.0
20200519,33.04,0.0
20200520,33.32,0.0
20200521,34.44,0.0
20200522,33.37,1.28
20200523,33.97,0.05
20200524,34.76,0.01
20200525,33.6,2.14
20200526,34.14,0.02
20200527,32.64,0.0
20200528,32.14,0.0
20200529,32.22,0.0
20200530,33.19,0.0
20200531,33.79,0.0
20200601,34.36,0.0
20200602,34.05,0.0
20200603,35.02,0.0
20200604,35.39,0.0
20200605,35.43,0.0
20200606,34.96,0.0
20200607,35.19,0.0
20200608,34.97,0.0
20200609,35.21,0.0
20200610,34.46,0.01
20200611,34.43,0.0
20200612,34.43,0.0
20200613,34.87,0.0
20200614,35.71,0.0
20200615,34.62,0.0
20200616,35.27,0.0
20200617,33.82,0.0
20200618,32.95,0.0
20200619,31.92,0.0
20200620,33.62,0.0
20200621,33.07,0.0
20200622,32.54,0.0
20200623,32.98,0.0
20200624,34.11,0.0
20200625,33.73,0.0
20200626,33.69,0.0
20200627,33.36,0.0
20200628,33.44,0.0
20200629,34.0,0.6
20200630,33.08,0.01
20200701,33.02,0.0
20200702,34.44,0.0
20200703,33.98,0.0
20200704,32.32,0.91
20200705,29.73,18.9
20200706,31.67,0.0
20200707,32.36,0.0
20200708,32.39,0.01
20200709,32.25,0.04
20200710,32.93,0.0
20200711,30.94,0.17
20200712,29.21,14.88
20200713,30.18,1.73
20200714,30.18,0.9
20200715,30.07,3.89
20200716,31.03,0.23
20200717,28.66,9.15
20200718,26.9,6.07
20200719,29.44,0.01
20200720,31.22,0.0
20200721,28.97,11.02
20200722,29.42,6.62
20200723,31.57,1.51
20200724,29.87,0.39
20200725,30.27,0.82
20200726,31.74,0.0
20200727,28.6,0.21
20200728,30.07,0.37
20200729,30.46,3.71
20200730,28.86,0.05
20200731,30.13,0.13
20200801,29.59,0.37
20200802,29.54,3.46
20200803,27.54,2.83
20200804,26.75,10.9
20200805,29.11,0.69
20200806,28.73,1.07
20200807,28.5,5.78
20200808,27.07,13.02
20200809,27.11,25.64
20200810,27.91,6.95
20200811,26.08,7.37
20200812,27.13,9.63
20200813,29.03,6.6
20200814,29.31,0.08
20200815,28.9,4.87
20200816,29.83,0.07
20200817,30.45,0.0
20200818,30.84,0.0
20200819,30.96,0.0
20200820,31.31,0.0
20200821,29.33,0.01
20200822,29.22,0.58
20200823,28.02,6.21
20200824,28.68,1.19
20200825,27.82,2.16
20200826,27.61,9.63
20200827,28.53,0.47
20200828,28.56,2.92
20200829,26.12,53.68
20200830,25.94,7.53
20200831,27.84,0.02
20200901,28.35,0.38
20200902,27.06,9.58
20200903,26.23,8.33
20200904,27.15,0.75
20200905,28.36,0.03
20200906,27.88,1.09
20200907,27.55,5.88
20200908,28.98,0.12
20200909,28.02,5.97
20200910,27.37,1.6
20200911,28.77,1.68
20200912,29.63,0.03
20200913,28.39,0.0
20200914,28.92,0.0
20200915,28.1,3.46
20200916,27.87,2.45
20200917,27.44,1.79
20200918,28.86,0.03
20200919,29.55,0.0
20200920,28.59,0.01
20200921,26.42,4.49
20200922,28.48,0.01
20200923,29.09,0.0
20200924,28.97,0.0
20200925,29.48,0.02
20200926,29.98,0.0
20200927,28.45,0.23
20200928,29.32,0.0
20200929,29.8,0.03
20200930,28.43,0.31
20201001,28.34,0.0
20201002,29.52,0.05
20201003,28.79,1.03
20201004,29.18,0.0
20201005,29.62,0.0
20201006,29.71,0.0
20201007,28.18,1.12
20201008,27.94,0.2
20201009,28.75,0.0
20201010,29.02,0.0
20201011,28.29,0.0
20201012,28.04,0.0
20201013,27.99,0.0
20201014,28.97,0.0
20201015,29.35,0.0
20201016,29.44,0.0
20201017,29.27,0.0
20201018,28.8,0.0
20201019,27.87,0.0
20201020,26.97,0.0
20201021,26.57,0.0
20201022,26.17,0.0
20201023,25.19,0.0
20201024,25.05,0.0
20201025,24.36,0.0
20201026,23.64,0.0
20201027,23.87,0.0
20201028,24.26,0.0
20201029,24.79,0.0
20201030,24.99,0.0
20201031,24.2,0.0
20201101,23.09,0.0
20201102,23.76,0.0
20201103,24.11,0.59
20201104,24.62,5.98
20201105,23.63,0.0
20201106,21.95,0.0
20201107,21.16,0.0
20201108,20.84,0.0
20201109,21.17,0.0
20201110,21.46,0.0
20201111,21.38,0.0
20201112,21.79,0.0
20201113,22.74,0.0
20201114,23.92,0.0
20201115,22.73,0.0
20201116,22.04,0.0
20201117,21.27,0.0
20201118,20.36,0.0
20201119,19.89,0.0
20201120,19.94,0.0
20201121,20.37,0.0
20201122,21.52,0.0
20201123,23.02,0.0
20201124,23.75,0.0
20201125,22.21,0.0
20201126,21.74,0.0
20201127,21.97,0.0
20201128,22.38,0.0
20201129,22.31,0.0
20201130,21.69,0.0
20201201,22.04,0.0
20201202,21.43,0.0
20201203,21.43,0.0
20201204,23.24,0.0
20201205,24.54,0.0
20201206,25.38,0.0
20201207,25.02,0.0
20201208,24.51,0.0
20201209,23.63,0.0
20201210,23.95,0.0
20201211,23.77,0.0
20201212,24.39,0.0
20201213,24.03,0.0
20201214,23.12,0.0
20201215,21.93,0.0
20201216,20.14,0.0
20201217,19.45,0.0
20201218,20.51,0.0
20201219,20.91,0.0
20201220,21.11,0.0
20201221,21.53,0.0
20201222,22.37,0.0
20201223,22.01,0.0
20201224,19.86,0.0
20201225,18.31,0.0
20201226,17.97,0.0
20201227,18.22,0.0
20201228,18.42,0.0
20201229,19.17,0.0
20201230,20.51,0.0
20201231,20.34,0.0
20210101,20.84,0.0
20210102,22.16,0.0
20210103,23.96,0.0
20210104,24.38,0.0
20210105,24.27,0.0
20210106,23.68,0.0
20210107,22.8,0.0
20210108,22.92,0.0
20210109,22.5,0.0
20210110,21.49,0.0
20210111,20.72,0.0
20210112,19.87,0.0
20210113,19.61,0.0
20210114,18.9,0.0
20210115,18.42,0.0
20210116,19.21,0.0
20210117,20.58,0.0
20210118,18.91,0.0
20210119,17.84,0.0
20210120,16.86,0.0
20210121,16.85,0.0
20210122,16.68,0.0
20210123,16.91,0.0
20210124,16.96,0.0
20210125,17.88,0.0
20210126,19.33,0.0
20210127,19.51,0.0
20210128,18.73,0.0
20210129,18.46,0.0
20210130,18.81,0.0
20210131,19.79,0.0
20210201,21.22,0.0
20210202,21.49,0.0
20210203,20.03,0.0
20210204,18.83,0.0
20210205,18.95,0.0
20210206,18.72,0.0
20210207,19.0,0.0
20210208,19.07,0.0
20210209,19.96,0.0
20210210,20.84,0.0
20210211,20.69,0.0
20210212,21.2,0.0
20210213,21.43,0.0
20210214,22.27,0.0
20210215,23.0,0.0
20210216,20.61,0.0
20210217,16.92,0.0
20210218,15.77,0.0
20210219,16.43,0.0
20210220,18.18,0.0
20210221,20.21,0.0
20210222,20.07,0.0
20210223,19.28,0.0
20210224,20.35,0.0
20210225,21.23,0.0
20210226,22.09,0.0
20210227,23.03,0.0
20210228,23.15,0.0
20210301,22.98,0.0
20210302,23.46,0.0
20210303,24.05,0.0
20210304,24.16,0.0
20210305,24.53,0.0
20210306,25.4,0.0
20210307,25.81,0.0
20210308,26.43,0.0
20210309,27.63,0.0
20210310,28.0,0.0
20210311,29.56,0.0
20210312,28.91,0.0
20210313,28.85,0.0
20210314,28.61,0.0
20210315,28.53,0.0
20210316,28.51,0.0
20210317,28.75,0.0
20210318,29.81,0.0
20210319,30.68,0.0
20210320,31.19,0.0
20210321,31.19,0.0
20210322,30.59,0.0
20210323,30.28,0.0
20210324,29.15,0.0
20210325,26.6,0.0
20210326,23.28,0.0
20210327,22.31,0.0
20210328,23.45,0.0
20210329,23.52,0.0
20210330,22.79,0.0
20210331,21.93,0.0
20210401,23.03,0.0
20210402,23.18,0.0
20210403,23.41,0.0
20210404,24.94,0.0
20210405,27.11,0.0
20210406,29.5,0.0
20210407,30.9,0.0
20210408,31.53,0.0
20210409,29.59,0.0
20210410,29.51,0.0
20210411,30.31,0.0
20210412,29.92,0.0
20210413,29.47,0.0
20210414,29.07,0.0
20210415,29.17,0.0
20210416,29.99,0.0
20210417,30.19,0.0
20210418,31.01,0.0
20210419,31.03,0.0
20210420,30.59,0.0
20210421,31.55,0.0
20210422,31.25,0.0
20210423,32.24,0.0
20210424,32.59,0.0
20210425,33.12,0.0
20210426,32.92,0.0
20210427,32.9,0.0
20210428,32.06,0.0
20210429,31.03,0.0
20210430,30.72,0.0
20210501,30.51,0.0
20210502,31.45,0.0
20210503,31.69,0.0
20210504,31.32,0.0
20210505,31.16,0.0
20210506,31.98,0.0
20210507,32.51,0.0
20210508,32.88,0.0
20210509,32.82,0.0
20210510,34.07,0.0
20210511,34.24,0.0
20210512,33.8,0.0
20210513,33.78,0.0
20210514,33.63,0.0
20210515,34.61,0.53
20210516,33.96,0.0
20210517,33.15,0.0
20210518,32.66,0.0
20210519,33.67,0.0
20210520,34.01,0.0
20210521,33.75,0.0
20210522,33.03,0.0
20210523,33.92,0.01
20210524,33.3,0.0
20210525,32.58,0.0
20210526,31.7,0.0
20210527,31.4,0.0
20210528,32.09,0.0
20210529,33.85,0.12
20210530,32.8,0.0
20210531,32.67,0.0
20210601,34.36,0.0
20210602,33.88,0.0
20210603,33.36,1.88
20210604,35.35,0.0
20210605,33.29,0.0
20210606,31.98,0.01
20210607,33.44,0.0
20210608,33.96,0.0
20210609,33.38,0.0
20210610,34.02,0.0
20210611,34.31,0.0
20210612,34.25,0.0
20210613,34.83,0.0
20210614,33.52,0.0
20210615,33.26,0.0
20210616,34.29,1.72
20210617,33.02,0.0
20210618,32.92,0.0
20210619,33.89,0.0
20210620,34.54,0.39
20210621,33.99,1.12
20210622,32.38,2.03
20210623,31.87,4.09
20210624,31.91,0.0
20210625,32.4,5.05
20210626,33.77,0.0
20210627,34.0,0.0
20210628,33.48,0.0
20210629,33.09,0.0
20210630,33.26,0.0
20210701,33.56,0.0
20210702,33.97,0.0
20210703,33.82,0.0
20210704,33.17,0.22
20210705,33.61,0.0
20210706,32.83,0.0
20210707,31.91,0.0
20210708,30.4,3.56
20210709,31.38,1.07
20210710,29.35,34.89
20210711,30.32,1.05
20210712,32.04,0.0
20210713,30.26,0.21
20210714,31.02,0.74
20210715,33.01,0.0
20210716,32.03,0.0
20210717,30.79,11.26
20210718,30.31,2.15
20210719,30.13,0.05
20210720,30.8,0.32
20210721,31.96,0.13
20210722,31.64,0.17
20210723,28.25,2.65
20210724,28.68,8.25
20210725,29.13,5.9
20210726,28.78,3.97
20210727,27.22,27.08
20210728,26.71,15.05
20210729,29.38,0.61
20210730,30.28,0.45
20210731,29.24,3.15
20210801,26.96,2.5
20210802,28.77,0.41
20210803,29.16,4.01
20210804,29.25,2.1
20210805,29.63,2.13
20210806,28.62,1.56
20210807,29.44,0.03
20210808,28.09,3.78
20210809,27.33,8.73
20210810,28.87,0.41
20210811,29.55,0.91
20210812,27.17,5.94
20210813,27.85,4.17
20210814,28.62,5.06
20210815,27.81,5.55
20210816,27.79,7.65
20210817,28.14,4.39
20210818,27.52,0.13
20210819,28.05,0.44
20210820,29.0,0.0
20210821,29.3,2.34
20210822,28.32,0.78
20210823,29.38,0.0
20210824,29.92,0.01
20210825,30.12,1.28
20210826,28.5,4.01
20210827,30.22,0.0
20210828,31.2,0.06
20210829,29.93,4.59
20210830,30.84,0.01
20210831,30.71,0.0
20210901,32.43,0.0
20210902,31.02,0.08
20210903,28.87,3.64
20210904,28.34,0.08
20210905,30.72,0.02
20210906,30.12,0.04
20210907,27.91,9.98
20210908,26.86,42.63
20210909,29.16,0.07
20210910,29.62,0.05
20210911,30.03,0.0
20210912,30.24,0.0
20210913,29.28,0.85
20210914,28.69,1.42
20210915,29.42,0.25
20210916,30.03,0.03
20210917,31.01,0.0
20210918,31.23,0.0
20210919,29.58,0.0
20210920,29.16,0.0
20210921,29.41,0.0
20210922,28.94,0.97
20210923,28.96,0.19
20210924,28.82,0.0
20210925,28.7,0.0
20210926,28.17,0.0
20210927,28.3,0.0
20210928,29.94,0.05
20210929,28.46,4.23
20210930,28.46,0.0
20211001,28.53,0.0
20211002,28.89,0.0
20211003,28.7,0.0
20211004,29.1,0.0
20211005,29.17,0.0
20211006,28.35,0.0
20211007,27.85,0.0
20211008,27.93,0.0
20211009,27.65,0.0
20211010,27.8,0.0
20211011,27.86,0.0
20211012,27.22,0.0
20211013,27.1,0.0
20211014,27.37,0.0
20211015,28.16,0.0
20211016,28.79,0.57
20211017,26.81,6.7
20211018,28.91,0.0
20211019,29.08,0.0
20211020,28.45,0.0
20211021,29.11,0.0
20211022,29.91,0.0
20211023,29.05,0.01
20211024,28.01,0.0
20211025,27.93,0.0
20211026,27.56,0.0
20211027,27.1,0.0
20211028,26.77,0.0
20211029,26.51,0.0
20211030,26.33,0.0
20211031,25.64,0.0
20211101,26.09,0.0
20211102,26.81,0.0
20211103,27.66,0.0
20211104,27.8,0.0
20211105,26.26,0.0
20211106,26.04,0.0
20211107,26.45,0.0
20211108,25.87,0.0
20211109,25.95,0.0
20211110,25.54,0.0
20211111,24.65,0.0
20211112,24.36,0.0
20211113,25.15,0.0
20211114,25.54,0.0
20211115,25.04,0.0
20211116,25.01,0.0
20211117,25.03,0.0
20211118,25.16,0.0
20211119,24.64,0.0
20211120,24.37,0.0
20211121,24.55,0.0
20211122,24.78,0.0
20211123,25.02,0.0
20211124,24.8,0.0
20211125,24.25,0.0
20211126,24.01,0.0
20211127,22.92,0.0
20211128,22.57,0.0
20211129,22.03,0.0
20211130,22.77,0.0
20211201,21.64,0.0
20211202,20.88,0.0
20211203,21.75,0.0
20211204,21.83,0.0
20211205,20.65,0.0
20211206,20.32,0.0
20211207,20.12,0.0
20211208,18.54,0.0
20211209,18.72,0.0
20211210,20.5,0.0
20211211,20.62,0.0
20211212,20.33,0.0
20211213,20.32,0.0
20211214,18.92,0.0
20211215,18.16,0.0
20211216,18.21,0.0
20211217,18.0,0.0
20211218,17.05,0.0
20211219,16.56,0.0
20211220,16.55,0.0
20211221,17.09,0.0
20211222,17.78,0.0
20211223,17.77,0.0
20211224,18.61,0.0
20211225,18.45,0.0
20211226,18.1,0.0
20211227,18.52,0.0
20211228,17.18,0.0
20211229,17.1,0.0
20211230,18.23,0.0
20211231,17.79,0.0
20220101,17.66,0.0
20220102,16.65,0.0
20220103,16.6,0.0
20220104,16.78,0.0
20220105,17.69,5.56
20220106,21.41,0.04
20220107,21.7,0.0
20220108,21.16,0.0
20220109,18.08,0.0
20220110,16.4,0.0
20220111,16.72,0.0
20220112,19.05,0.0
20220113,19.5,0.0
20220114,19.24,0.0
20220115,18.45,0.0
20220116,16.62,0.0
20220117,14.03,0.0
20220118,13.47,0.0
20220119,13.41,0.0
20220120,13.54,0.0
20220121,14.14,0.0
20220122,14.71,0.0
20220123,15.67,0.0
20220124,15.78,0.0
20220125,15.09,0.0
20220126,15.3,0.0
20220127,15.76,0.0
20220128,16.4,0.0
20220129,16.22,0.0
20220130,15.8,0.0
20220131,15.53,0.0
20220201,14.93,0.0
20220202,16.11,0.0
20220203,14.86,0.0
20220204,14.5,0.0
20220205,15.55,0.0
20220206,16.55,0.0
20220207,18.09,0.0
20220208,18.27,0.0
20220209,18.59,0.0
20220210,17.76,0.0
20220211,17.64,0.0
20220212,17.81,0.0
20220213,19.5,0.0
20220214,21.25,0.0
20220215,22.14,0.0
20220216,23.05,0.0
20220217,23.07,0.0
20220218,20.92,0.0
20220219,19.94,0.0
20220220,19.47,0.0
20220221,19.54,0.0
20220222,19.77,0.0
20220223,21.11,0.0
20220224,20.5,0.0
20220225,19.53,0.0
20220226,20.21,0.0
20220227,21.01,0.0
20220228,22.27,0.0
20220301,22.87,0.0
20220302,23.68,0.0
20220303,24.66,0.0
20220304,26.02,0.0
20220305,28.7,0.0
20220306,29.78,0.0
20220307,30.02,0.0
20220308,29.46,0.0
20220309,27.92,0.0
20220310,26.37,0.0
20220311,25.48,0.0
20220312,25.44,0.0
20220313,25.1,0.06
20220314,24.17,0.0
20220315,25.41,0.0
20220316,25.35,0.0
20220317,24.82,0.0
20220318,24.57,0.0
20220319,25.56,0.0
20220320,28.39,0.0
20220321,29.86,0.0
20220322,28.25,0.0
20220323,26.62,0.0
20220324,26.65,0.0
20220325,26.31,0.0
20220326,26.09,0.0
20220327,25.27,0.0
20220328,24.69,0.0
20220329,24.06,0.0
20220330,24.2,0.0
20220331,25.97,0.0
20220401,27.61,0.0
20220402,28.52,0.0
20220403,29.33,0.0
20220404,29.41,0.0
20220405,30.66,0.0
20220406,31.06,0.0
20220407,31.86,0.0
20220408,32.04,0.0
20220409,31.38,0.0
20220410,31.46,0.0
20220411,32.02,0.0
20220412,32.05,0.0
20220413,32.65,0.0
20220414,32.93,0.0
20220415,34.02,0.0
20220416,32.88,0.0
20220417,32.1,0.0
20220418,31.65,0.0
20220419,31.46,0.0
20220420,31.3,0.0
20220421,32.62,0.0
20220422,33.31,0.0
20220423,34.41,0.0
20220424,34.73,0.0
20220425,35.1,0.0
20220426,32.74,0.0
20220427,32.94,0.0
20220428,32.3,0.0
20220429,31.78,0.0
20220430,34.11,0.02
20220501,35.47,0.0
20220502,33.77,0.0
20220503,33.8,0.0
20220504,34.95,0.0
20220505,35.0,0.0
20220506,34.21,0.0
20220507,35.14,0.0
20220508,35.49,0.0
20220509,35.33,0.0
20220510,34.72,0.02
20220511,35.09,0.0
20220512,34.42,0.0
20220513,33.36,0.0
20220514,32.57,0.0
20220515,31.72,0.0
20220516,31.17,0.0
20220517,31.06,0.0
20220518,31.05,5.44
20220519,32.09,2.49
20220520,32.92,0.0
20220521,32.79,0.0
20220522,32.14,0.0
20220523,32.0,0.0
20220524,32.15,0.0
20220525,31.49,0.0
20220526,32.29,0.0
20220527,32.61,0.0
20220528,32.33,0.0
20220529,32.36,0.0
20220530,31.8,0.0
20220531,31.82,0.0
20220601,32.28,0.0
20220602,32.82,0.0
20220603,33.3,0.0
20220604,32.89,0.0
